timestamp,methane,air_quality,temperature,humidity,source_key,risk,is_synthetic
19:21,234.0,220.0,33.1,64.7,49fe10a14e4776e863a106071bfa67a7c7daad0d54cb73175159600e3cff8e32,Safe,False
19:21,234.0,221.0,33.1,64.8,a9d3d96f50b5f6e30f4268ed9f72bd8b8ea0419da3453599dc0c18d879a32081,Safe,False
19:21,233.0,222.0,33.1,64.7,8f51b3546ccd563a9f3699c5703485a2f0923dd563c656c1478d7491601bbcf8,Safe,False
19:21,233.0,220.0,33.1,64.7,f50ba0083f6b910de46167e67f99bbb00282fc290e9865b7b65486e71cc6c382,Safe,False
19:21,233.0,215.0,33.1,64.7,dea945d1698600d98351e3cb45ea9d2442ab7fd90218405e241346d24691e9f5,Safe,False
19:21,233.0,214.0,33.1,64.7,9cbe32e469efea0b1dc0a180ca4fdbc247d66dac10135eb7646d29779f7f40c0,Safe,False
19:21,233.0,210.0,33.1,64.8,470e8c05f63e9b02b3e3b7b3e9a60f71e340c733ffe60e5e375713374c29372a,Safe,False
19:21,233.0,208.0,33.1,64.8,8bc4ebf633702d772d0c59b9660e5a29e554fdff12c15fe34ce5bf2dd964b665,Safe,False
19:21,233.0,215.0,33.1,64.8,d39e16f55c4447ebeaa0c3389f578de4559f528b378c263f21945d422b6fcd0f,Safe,False
19:21,233.0,215.0,33.1,64.7,c656a0eb6cf3244ed6a606bdde7101997af5be2e9f86ec604a1eb7e1314b7391,Safe,False
19:21,233.0,213.0,33.1,64.7,e8dbb65da70b5e9676f3e74defa79837bc73eefc304ec951e09891ce016b4b71,Safe,False
19:22,233.0,210.0,33.1,64.7,0442e2a85abc125e8cba2493ec46efe67a3cca15cec417c6116b67bd1f2f9f7b,Safe,False
19:22,233.0,211.0,33.2,64.6,eb3458a9b37f52d562ebacb5030399064f2bf7f2d62c1c820db5451818bc0b4e,Safe,False
19:22,233.0,209.0,33.1,64.6,1daf03632f178067da00b827ea8e3b8f977489eaab5586d20103f2e6e5f93557,Safe,False
19:22,233.0,210.0,33.1,64.7,9a3075778fd852cefeba58f92b51e0bcf81628dec2b71d45410ed64ce6bf1abc,Safe,False
19:22,233.0,211.0,33.1,64.7,24ba076d1254d9695e3c2b57b260c7d63fdc7cb581ce0a01920db1dd4ec1ff46,Safe,False
19:22,233.0,209.0,33.1,64.7,c5ae0dc86ea18fbb6ce7fc686fdf2cba669ebaaeda3894d6c62188d455bee534,Safe,False
19:22,233.0,209.0,33.2,64.7,8788c442aa6d03b65b7a1574939c0178b3a543304dd02b1d5bde34b29b6126e7,Safe,False
19:22,233.0,211.0,33.1,64.6,15dc9a9400e1e0f907e2e30d71a1c6418caf08beec4d204dd21cfa9cfcefa866,Safe,False
19:22,233.0,216.0,33.1,64.6,ede92be8336cfb6a4dca7c6ec64c1afa8a8b1632f2cce36ddfa3712b343b6b2c,Safe,False
19:22,233.0,219.0,33.2,64.7,64f12807e994687f853bcc99e5cfa1d86cec4863bd940256d692b083cccb26cb,Safe,False
19:22,233.0,217.0,33.2,64.6,3377df47619b5142585a156fb92b647a47d77e0ae29e78aab9f9e020119a00d9,Safe,False
19:22,233.0,216.0,33.2,64.6,a0f3a67c5aef178725baef3f689de551df3776af29f0b1dc79bbcbdb2c334bf5,Safe,False
19:22,233.0,216.0,33.2,64.5,5db9a8ae8a2a2c46eaa2bb501d5bb9596a8b0f6417a0127accc0e7e5317be8f7,Safe,False
